boutique_id,boutique_name,market,boutique_tier,category,collection,reference_sku,reference_name,model_stock_target,min_stock_level,unit_cost_usd,model_stock_value,is_core_reference,review_cycle,last_reviewed_date,notes
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Watches,Ballon Bleu,W-BBLUE-M-SS-BLU,"Ballon Bleu de Aurelle Watch, Medium, Steel, Blue Dial",2,1,16128.28,32256.56,False,Quarterly,2026-05-15,Standard stock plan for Ballon Bleu.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Watches,Ballon Bleu,W-BBLUE-L-YG-SLV,"Ballon Bleu de Aurelle Watch, Large, Yellow Gold, Silver Dial",3,1,24000.0,72000.0,False,Quarterly,2026-05-15,Standard stock plan for Ballon Bleu.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Watches,Ballon Bleu,W-BBLUE-S-SS-PNK,"Ballon Bleu de Aurelle Watch, Small, Steel, Pink Dial",3,1,12000.0,36000.0,False,Quarterly,2026-05-15,Standard stock plan for Ballon Bleu.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Watches,Panthère,W-PANTHERE-S-YG-WHT,"Panthère de Aurelle Watch, Small, Yellow Gold, White Dial",3,1,9074.71,27224.13,True,Quarterly,2026-05-15,Standard stock plan for Panthère.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Watches,Panthère,W-PANTHERE-M-SS-SLV,"Panthère de Aurelle Watch, Medium, Steel, Silver Dial",3,1,7500.0,22500.0,False,Quarterly,2026-05-15,Standard stock plan for Panthère.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Watches,Panthère,W-PANTHERE-S-SS-SLV,"Panthère de Aurelle Watch, Small, Steel, Silver Dial",3,1,6200.0,18600.0,False,Quarterly,2026-05-15,Standard stock plan for Panthère.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Watches,Baignoire,W-BAIGNOIRE-XS-YG,"Baignoire Watch, Extra-Small, Yellow Gold, Leather Strap",2,1,3048.34,6096.68,False,Quarterly,2026-05-15,Standard stock plan for Baignoire.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Watches,Baignoire,W-BAIGNOIRE-S-WG-DM,"Baignoire Watch, Small, White Gold, Diamond Bezel",3,1,16500.0,49500.0,False,Quarterly,2026-05-15,Standard stock plan for Baignoire.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Watches,Baignoire,W-BAIGNOIRE-M-YG,"Baignoire Watch, Medium, Yellow Gold",2,1,12500.0,25000.0,False,Quarterly,2026-05-15,Standard stock plan for Baignoire.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Fine Jewellery,Love,J-LOVE-BRAC-YG,"LOVE Bracelet, Classic, Yellow Gold",5,1,2867.73,14338.65,True,Quarterly,2026-05-15,Standard stock plan for Love.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Fine Jewellery,Love,J-LOVE-BRAC-WG,"LOVE Bracelet, Classic, White Gold",5,1,3100.0,15500.0,True,Quarterly,2026-05-15,Standard stock plan for Love.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Fine Jewellery,Love,J-LOVE-BRAC-PG,"LOVE Bracelet, Classic, Pink Gold",3,1,2950.0,8850.0,False,Quarterly,2026-05-15,Standard stock plan for Love.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Fine Jewellery,Love,J-LOVE-RING-YG,"LOVE Ring, Yellow Gold",5,1,1800.0,9000.0,True,Quarterly,2026-05-15,Standard stock plan for Love.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Fine Jewellery,Love,J-LOVE-RING-WG,"LOVE Ring, White Gold",2,1,1950.0,3900.0,False,Quarterly,2026-05-15,Standard stock plan for Love.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Fine Jewellery,Juste un Clou,J-JUC-BRAC-YG,"Juste un Clou Bracelet, Yellow Gold",5,1,4741.44,23707.2,True,Quarterly,2026-05-15,Standard stock plan for Juste un Clou.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Fine Jewellery,Juste un Clou,J-JUC-BRAC-WG,"Juste un Clou Bracelet, White Gold",2,1,5100.0,10200.0,False,Quarterly,2026-05-15,Standard stock plan for Juste un Clou.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Fine Jewellery,Juste un Clou,J-JUC-RING-YG,"Juste un Clou Ring, Yellow Gold",5,1,2200.0,11000.0,True,Quarterly,2026-05-15,Standard stock plan for Juste un Clou.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Fine Jewellery,Clash,J-CLASH-RING-RG,"Clash de Aurelle Ring, Rose Gold, Medium",3,1,3879.4,11638.2,False,Quarterly,2026-05-15,Standard stock plan for Clash.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Fine Jewellery,Clash,J-CLASH-RING-WG,"Clash de Aurelle Ring, White Gold, Small",2,1,4150.0,8300.0,False,Quarterly,2026-05-15,Standard stock plan for Clash.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Fine Jewellery,Clash,J-CLASH-BRAC-RG,"Clash de Aurelle Bracelet, Rose Gold",2,1,8500.0,17000.0,False,Quarterly,2026-05-15,Standard stock plan for Clash.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Fine Jewellery,Trinity,J-TRINITY-RING-CL,"Trinity Ring, Classic, Three Golds",4,1,1693.47,6773.88,True,Quarterly,2026-05-15,Standard stock plan for Trinity.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Fine Jewellery,Trinity,J-TRINITY-RING-LM,"Trinity Ring, Large Model, Three Golds",2,1,2850.0,5700.0,False,Quarterly,2026-05-15,Standard stock plan for Trinity.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Fine Jewellery,Trinity,J-TRINITY-BRAC-CL,"Trinity Bracelet, Classic, Three Golds",2,1,6500.0,13000.0,False,Quarterly,2026-05-15,Standard stock plan for Trinity.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Fine Jewellery,Aurelle d'Amour,J-DAMOUR-NECK-WG,"Aurelle d'Amour Necklace, White Gold & Diamond",3,1,5834.47,17503.41,False,Quarterly,2026-05-15,Standard stock plan for Aurelle d'Amour.
hk-1,Aurelle Landmark Prince's Hong Kong,Hong Kong,Flagship,Fine Jewellery,Aurelle d'Amour,J-DAMOUR-NECK-YG,"Aurelle d'Amour Necklace, Yellow Gold & Diamond",3,1,5500.0,16500.0,False,Quarterly,2026-05-15,Standard stock plan for Aurelle d'Amour.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Watches,Santos,W-SANTOS-M-SS-BLK,"Santos de Aurelle Watch, Medium, Steel, Black Dial",2,1,12418.57,24837.14,True,Quarterly,2026-05-15,Standard stock plan for Santos.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Watches,Santos,W-SANTOS-L-SS-WHT,"Santos de Aurelle Watch, Large, Steel, White Dial",3,1,14500.0,43500.0,True,Quarterly,2026-05-15,Standard stock plan for Santos.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Watches,Tank,W-TANK-S-SS-WHT,"Tank Must Watch, Small, Steel, Silver Dial",3,1,7843.85,23531.55,True,Quarterly,2026-05-15,Standard stock plan for Tank.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Watches,Ballon Bleu,W-BBLUE-M-SS-BLU,"Ballon Bleu de Aurelle Watch, Medium, Steel, Blue Dial",1,1,16128.28,16128.28,False,Quarterly,2026-05-15,Standard stock plan for Ballon Bleu.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Watches,Ballon Bleu,W-BBLUE-S-SS-PNK,"Ballon Bleu de Aurelle Watch, Small, Steel, Pink Dial",1,1,12000.0,12000.0,False,Quarterly,2026-05-15,Standard stock plan for Ballon Bleu.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Watches,Panthère,W-PANTHERE-S-YG-WHT,"Panthère de Aurelle Watch, Small, Yellow Gold, White Dial",2,1,9074.71,18149.42,True,Quarterly,2026-05-15,Standard stock plan for Panthère.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Watches,Panthère,W-PANTHERE-S-SS-SLV,"Panthère de Aurelle Watch, Small, Steel, Silver Dial",1,1,6200.0,6200.0,False,Quarterly,2026-05-15,Standard stock plan for Panthère.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Watches,Baignoire,W-BAIGNOIRE-XS-YG,"Baignoire Watch, Extra-Small, Yellow Gold, Leather Strap",2,1,3048.34,6096.68,False,Quarterly,2026-05-15,Standard stock plan for Baignoire.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Watches,Baignoire,W-BAIGNOIRE-S-WG-DM,"Baignoire Watch, Small, White Gold, Diamond Bezel",1,1,16500.0,16500.0,False,Quarterly,2026-05-15,Standard stock plan for Baignoire.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Watches,Baignoire,W-BAIGNOIRE-M-YG,"Baignoire Watch, Medium, Yellow Gold",2,1,12500.0,25000.0,False,Quarterly,2026-05-15,Standard stock plan for Baignoire.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Fine Jewellery,Love,J-LOVE-BRAC-YG,"LOVE Bracelet, Classic, Yellow Gold",3,1,2867.73,8603.19,True,Quarterly,2026-05-15,Standard stock plan for Love.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Fine Jewellery,Love,J-LOVE-BRAC-WG,"LOVE Bracelet, Classic, White Gold",3,1,3100.0,9300.0,True,Quarterly,2026-05-15,Standard stock plan for Love.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Fine Jewellery,Love,J-LOVE-BRAC-PG,"LOVE Bracelet, Classic, Pink Gold",2,1,2950.0,5900.0,False,Quarterly,2026-05-15,Standard stock plan for Love.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Fine Jewellery,Love,J-LOVE-RING-YG,"LOVE Ring, Yellow Gold",2,1,1800.0,3600.0,True,Quarterly,2026-05-15,Standard stock plan for Love.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Fine Jewellery,Juste un Clou,J-JUC-BRAC-YG,"Juste un Clou Bracelet, Yellow Gold",2,1,4741.44,9482.88,True,Quarterly,2026-05-15,Standard stock plan for Juste un Clou.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Fine Jewellery,Juste un Clou,J-JUC-BRAC-WG,"Juste un Clou Bracelet, White Gold",1,1,5100.0,5100.0,False,Quarterly,2026-05-15,Standard stock plan for Juste un Clou.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Fine Jewellery,Juste un Clou,J-JUC-RING-YG,"Juste un Clou Ring, Yellow Gold",2,1,2200.0,4400.0,True,Quarterly,2026-05-15,Standard stock plan for Juste un Clou.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Fine Jewellery,Clash,J-CLASH-RING-WG,"Clash de Aurelle Ring, White Gold, Small",1,1,4150.0,4150.0,False,Quarterly,2026-05-15,Standard stock plan for Clash.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Fine Jewellery,Trinity,J-TRINITY-RING-CL,"Trinity Ring, Classic, Three Golds",2,1,1693.47,3386.94,True,Quarterly,2026-05-15,Standard stock plan for Trinity.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Fine Jewellery,Trinity,J-TRINITY-RING-LM,"Trinity Ring, Large Model, Three Golds",1,1,2850.0,2850.0,False,Quarterly,2026-05-15,Standard stock plan for Trinity.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Fine Jewellery,Trinity,J-TRINITY-BRAC-CL,"Trinity Bracelet, Classic, Three Golds",2,1,6500.0,13000.0,False,Quarterly,2026-05-15,Standard stock plan for Trinity.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Fine Jewellery,Aurelle d'Amour,J-DAMOUR-NECK-WG,"Aurelle d'Amour Necklace, White Gold & Diamond",1,1,5834.47,5834.47,False,Quarterly,2026-05-15,Standard stock plan for Aurelle d'Amour.
hk-2,Aurelle Peninsula Hong Kong,Hong Kong,Standard,Fine Jewellery,Aurelle d'Amour,J-DAMOUR-NECK-YG,"Aurelle d'Amour Necklace, Yellow Gold & Diamond",2,1,5500.0,11000.0,False,Quarterly,2026-05-15,Standard stock plan for Aurelle d'Amour.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,High Jewellery,High Jewellery,HJ-PANTHERE-NECK,"Maison Panthère Necklace, Platinum & Diamonds",1,0,259608.6,259608.6,False,Monthly,2026-05-15,Standard stock plan for High Jewellery.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,High Jewellery,High Jewellery,HJ-TRINITY-CUFF,"Trinity HJ Cuff, White/Yellow/Rose Gold & Diamonds",1,0,228231.04,228231.04,False,Monthly,2026-05-15,Standard stock plan for High Jewellery.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,High Jewellery,High Jewellery,HJ-CACTUS-COLL,"Cactus de Aurelle Collier, Yellow Gold & Emeralds",1,0,299658.81,299658.81,False,Monthly,2026-05-15,Standard stock plan for High Jewellery.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,High Jewellery,High Jewellery,HJ-LOVE-BRAC,"LOVE Bracelet HJ, Pink Gold & Diamonds",1,0,135813.52,135813.52,False,Monthly,2026-05-15,Standard stock plan for High Jewellery.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Watches,Santos,W-SANTOS-M-SS-BLK,"Santos de Aurelle Watch, Medium, Steel, Black Dial",6,1,12418.57,74511.42,True,Quarterly,2026-05-15,Standard stock plan for Santos.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Watches,Santos,W-SANTOS-L-YG-BRN,"Santos de Aurelle Watch, Large, Yellow Gold, Brown Strap",4,1,28000.0,112000.0,False,Quarterly,2026-05-15,Standard stock plan for Santos.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Watches,Santos,W-SANTOS-L-SS-WHT,"Santos de Aurelle Watch, Large, Steel, White Dial",8,1,14500.0,116000.0,True,Quarterly,2026-05-15,Standard stock plan for Santos.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Watches,Tank,W-TANK-S-SS-WHT,"Tank Must Watch, Small, Steel, Silver Dial",6,1,7843.85,47063.1,True,Quarterly,2026-05-15,Standard stock plan for Tank.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Watches,Tank,W-TANK-L-SS-BLK,"Tank Must Watch, Large, Steel, Black Dial",3,1,8900.0,26700.0,False,Quarterly,2026-05-15,Standard stock plan for Tank.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Watches,Tank,W-TANK-M-YG-SLV,"Tank Must Watch, Medium, Yellow Gold, Silver Dial",3,1,18500.0,55500.0,False,Quarterly,2026-05-15,Standard stock plan for Tank.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Watches,Ballon Bleu,W-BBLUE-M-SS-BLU,"Ballon Bleu de Aurelle Watch, Medium, Steel, Blue Dial",5,1,16128.28,80641.4,False,Quarterly,2026-05-15,Standard stock plan for Ballon Bleu.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Watches,Ballon Bleu,W-BBLUE-L-YG-SLV,"Ballon Bleu de Aurelle Watch, Large, Yellow Gold, Silver Dial",4,1,24000.0,96000.0,False,Quarterly,2026-05-15,Standard stock plan for Ballon Bleu.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Watches,Ballon Bleu,W-BBLUE-S-SS-PNK,"Ballon Bleu de Aurelle Watch, Small, Steel, Pink Dial",4,1,12000.0,48000.0,False,Quarterly,2026-05-15,Standard stock plan for Ballon Bleu.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Watches,Panthère,W-PANTHERE-S-YG-WHT,"Panthère de Aurelle Watch, Small, Yellow Gold, White Dial",8,1,9074.71,72597.68,True,Quarterly,2026-05-15,Standard stock plan for Panthère.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Watches,Panthère,W-PANTHERE-M-SS-SLV,"Panthère de Aurelle Watch, Medium, Steel, Silver Dial",4,1,7500.0,30000.0,False,Quarterly,2026-05-15,Standard stock plan for Panthère.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Watches,Panthère,W-PANTHERE-S-SS-SLV,"Panthère de Aurelle Watch, Small, Steel, Silver Dial",4,1,6200.0,24800.0,False,Quarterly,2026-05-15,Standard stock plan for Panthère.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Watches,Baignoire,W-BAIGNOIRE-XS-YG,"Baignoire Watch, Extra-Small, Yellow Gold, Leather Strap",5,1,3048.34,15241.7,False,Quarterly,2026-05-15,Standard stock plan for Baignoire.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Watches,Baignoire,W-BAIGNOIRE-S-WG-DM,"Baignoire Watch, Small, White Gold, Diamond Bezel",3,1,16500.0,49500.0,False,Quarterly,2026-05-15,Standard stock plan for Baignoire.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Watches,Baignoire,W-BAIGNOIRE-M-YG,"Baignoire Watch, Medium, Yellow Gold",5,1,12500.0,62500.0,False,Quarterly,2026-05-15,Standard stock plan for Baignoire.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Fine Jewellery,Love,J-LOVE-BRAC-YG,"LOVE Bracelet, Classic, Yellow Gold",5,1,2867.73,14338.65,True,Quarterly,2026-05-15,Standard stock plan for Love.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Fine Jewellery,Love,J-LOVE-BRAC-WG,"LOVE Bracelet, Classic, White Gold",5,1,3100.0,15500.0,True,Quarterly,2026-05-15,Standard stock plan for Love.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Fine Jewellery,Love,J-LOVE-BRAC-PG,"LOVE Bracelet, Classic, Pink Gold",4,1,2950.0,11800.0,False,Quarterly,2026-05-15,Standard stock plan for Love.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Fine Jewellery,Love,J-LOVE-RING-YG,"LOVE Ring, Yellow Gold",7,1,1800.0,12600.0,True,Quarterly,2026-05-15,Standard stock plan for Love.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Fine Jewellery,Love,J-LOVE-RING-WG,"LOVE Ring, White Gold",3,1,1950.0,5850.0,False,Quarterly,2026-05-15,Standard stock plan for Love.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Fine Jewellery,Juste un Clou,J-JUC-BRAC-YG,"Juste un Clou Bracelet, Yellow Gold",6,1,4741.44,28448.64,True,Quarterly,2026-05-15,Standard stock plan for Juste un Clou.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Fine Jewellery,Juste un Clou,J-JUC-BRAC-WG,"Juste un Clou Bracelet, White Gold",3,1,5100.0,15300.0,False,Quarterly,2026-05-15,Standard stock plan for Juste un Clou.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Fine Jewellery,Juste un Clou,J-JUC-RING-YG,"Juste un Clou Ring, Yellow Gold",6,1,2200.0,13200.0,True,Quarterly,2026-05-15,Standard stock plan for Juste un Clou.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Fine Jewellery,Clash,J-CLASH-RING-RG,"Clash de Aurelle Ring, Rose Gold, Medium",5,1,3879.4,19397.0,False,Quarterly,2026-05-15,Standard stock plan for Clash.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Fine Jewellery,Clash,J-CLASH-RING-WG,"Clash de Aurelle Ring, White Gold, Small",4,1,4150.0,16600.0,False,Quarterly,2026-05-15,Standard stock plan for Clash.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Fine Jewellery,Clash,J-CLASH-BRAC-RG,"Clash de Aurelle Bracelet, Rose Gold",3,1,8500.0,25500.0,False,Quarterly,2026-05-15,Standard stock plan for Clash.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Fine Jewellery,Trinity,J-TRINITY-RING-CL,"Trinity Ring, Classic, Three Golds",8,1,1693.47,13547.76,True,Quarterly,2026-05-15,Standard stock plan for Trinity.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Fine Jewellery,Trinity,J-TRINITY-RING-LM,"Trinity Ring, Large Model, Three Golds",3,1,2850.0,8550.0,False,Quarterly,2026-05-15,Standard stock plan for Trinity.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Fine Jewellery,Trinity,J-TRINITY-BRAC-CL,"Trinity Bracelet, Classic, Three Golds",4,1,6500.0,26000.0,False,Quarterly,2026-05-15,Standard stock plan for Trinity.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Fine Jewellery,Aurelle d'Amour,J-DAMOUR-NECK-WG,"Aurelle d'Amour Necklace, White Gold & Diamond",4,1,5834.47,23337.88,False,Quarterly,2026-05-15,Standard stock plan for Aurelle d'Amour.
cn-1,Aurelle Plaza 66 Shanghai,China,Flagship Maison,Fine Jewellery,Aurelle d'Amour,J-DAMOUR-NECK-YG,"Aurelle d'Amour Necklace, Yellow Gold & Diamond",3,1,5500.0,16500.0,False,Quarterly,2026-05-15,Standard stock plan for Aurelle d'Amour.
cn-2,Aurelle Kerry Centre Shanghai,China,Standard,Watches,Santos,W-SANTOS-M-SS-BLK,"Santos de Aurelle Watch, Medium, Steel, Black Dial",2,1,12418.57,24837.14,True,Quarterly,2026-05-15,Standard stock plan for Santos.
cn-2,Aurelle Kerry Centre Shanghai,China,Standard,Watches,Santos,W-SANTOS-L-YG-BRN,"Santos de Aurelle Watch, Large, Yellow Gold, Brown Strap",1,1,28000.0,28000.0,False,Quarterly,2026-05-15,Standard stock plan for Santos.
cn-2,Aurelle Kerry Centre Shanghai,China,Standard,Watches,Santos,W-SANTOS-L-SS-WHT,"Santos de Aurelle Watch, Large, Steel, White Dial",2,1,14500.0,29000.0,True,Quarterly,2026-05-15,Standard stock plan for Santos.
cn-2,Aurelle Kerry Centre Shanghai,China,Standard,Watches,Tank,W-TANK-S-SS-WHT,"Tank Must Watch, Small, Steel, Silver Dial",2,1,7843.85,15687.7,True,Quarterly,2026-05-15,Standard stock plan for Tank.
cn-2,Aurelle Kerry Centre Shanghai,China,Standard,Watches,Tank,W-TANK-L-SS-BLK,"Tank Must Watch, Large, Steel, Black Dial",1,1,8900.0,8900.0,False,Quarterly,2026-05-15,Standard stock plan for Tank.
cn-2,Aurelle Kerry Centre Shanghai,China,Standard,Watches,Ballon Bleu,W-BBLUE-M-SS-BLU,"Ballon Bleu de Aurelle Watch, Medium, Steel, Blue Dial",1,1,16128.28,16128.28,False,Quarterly,2026-05-15,Standard stock plan for Ballon Bleu.
cn-2,Aurelle Kerry Centre Shanghai,China,Standard,Watches,Ballon Bleu,W-BBLUE-L-YG-SLV,"Ballon Bleu de Aurelle Watch, Large, Yellow Gold, Silver Dial",1,1,24000.0,24000.0,False,Quarterly,2026-05-15,Standard stock plan for Ballon Bleu.
cn-2,Aurelle Kerry Centre Shanghai,China,Standard,Watches,Panthère,W-PANTHERE-S-YG-WHT,"Panthère de Aurelle Watch, Small, Yellow Gold, White Dial",2,1,9074.71,18149.42,True,Quarterly,2026-05-15,Standard stock plan for Panthère.
cn-2,Aurelle Kerry Centre Shanghai,China,Standard,Watches,Panthère,W-PANTHERE-M-SS-SLV,"Panthère de Aurelle Watch, Medium, Steel, Silver Dial",2,1,7500.0,15000.0,False,Quarterly,2026-05-15,Standard stock plan for Panthère.
cn-2,Aurelle Kerry Centre Shanghai,China,Standard,Watches,Panthère,W-PANTHERE-S-SS-SLV,"Panthère de Aurelle Watch, Small, Steel, Silver Dial",2,1,6200.0,12400.0,False,Quarterly,2026-05-15,Standard stock plan for Panthère.
cn-2,Aurelle Kerry Centre Shanghai,China,Standard,Watches,Baignoire,W-BAIGNOIRE-XS-YG,"Baignoire Watch, Extra-Small, Yellow Gold, Leather Strap",2,1,3048.34,6096.68,False,Quarterly,2026-05-15,Standard stock plan for Baignoire.
cn-2,Aurelle Kerry Centre Shanghai,China,Standard,Watches,Baignoire,W-BAIGNOIRE-M-YG,"Baignoire Watch, Medium, Yellow Gold",1,1,12500.0,12500.0,False,Quarterly,2026-05-15,Standard stock plan for Baignoire.
